# x_1,x_2,Class_label
-1.16576069e+01,-1.06882382e+02,0
-7.46629654e+00,1.00482076e+01,0
-3.02550625e+01,-1.14180743e+02,0
-1.39286918e+01,9.09189031e+01,1
-1.49736705e+01,1.04233905e+02,1
4.35782945e+00,9.70956827e+01,0
2.75445110e+00,1.09767228e+02,2
-1.47788806e+01,1.24211387e+02,1
-1.10182338e+01,1.93151984e+02,1
-1.50601775e+01,1.19878375e+02,1
-3.29450797e+01,-2.38165667e+02,0
-1.39285534e+01,1.01515997e+02,1
3.09569243e+00,1.23389404e+02,2
-1.43437517e+01,-9.63703196e+01,0
1.44140377e+01,1.05799296e+02,2
-1.28267432e+01,5.03591330e+00,0
-3.04964457e+01,-1.48340825e+02,0
-7.26132020e+00,1.83922996e+02,2
-1.36804991e+01,1.02839852e+02,1
1.14383017e+01,1.29669065e+02,2
-1.32915255e+01,-7.28324160e+01,0
-7.95851736e+00,-3.92741816e+01,0
3.26210218e-01,1.48871263e+02,2
-8.03578623e+00,-2.07558821e+02,0
-2.43690600e+01,-1.84149172e+02,0
-1.34225697e+01,1.47347572e+02,1
2.36139620e+01,1.05997660e+02,1
-1.42514303e+01,1.04073945e+02,1
-1.90809813e+01,-1.34716122e+02,0
-3.43270033e+00,-5.31444851e+01,0
-1.63925283e+01,7.72221900e+01,1
3.13053236e+01,6.14120331e+01,2
7.25333664e+00,1.56616347e+02,2
1.35257044e+01,-2.90200163e+01,0
-1.38934844e+01,9.83079904e+01,1
-1.42858167e+01,1.39157874e+02,1
3.26643563e+00,1.67140093e+02,2
-1.33027636e+01,1.33752149e+02,1
-1.44342470e+01,1.20897533e+02,1
1.05345324e+01,1.13927387e+02,2
2.45347365e+01,8.69476366e+01,1
-1.40723375e+01,4.91327013e+01,1
-2.27024699e+01,-1.35768288e+02,0
8.41717854e+00,1.17234874e+02,2
-1.57409070e+01,1.56558960e+02,1
-1.36703193e+01,1.47526793e+02,1
-3.51680229e+01,-1.30050827e+02,0
-3.43824986e+01,-2.22923898e+02,0
-4.74355408e-01,1.61060468e+02,2
-1.11871877e+01,1.04711491e+02,1
-1.51209224e+01,5.26687148e+01,1
-1.25508512e+01,7.26270459e+01,1
-6.63583885e+00,3.08415487e+01,0
-1.06008506e+01,2.98055085e+02,1
1.43719302e+01,1.14982325e+02,2
2.12005352e+01,8.97221088e+01,2
-1.38220059e+01,9.72694223e+01,1
-1.51609361e+01,1.18050787e+02,1
2.15553717e+01,9.14391524e+01,2
-2.44685207e+01,-1.35382414e+02,2
-1.49477527e+01,2.10483580e+01,1
-1.39766793e+01,-1.18556011e+02,0
-1.41271531e+01,1.43528124e+02,1
-4.87104840e+00,-1.30503997e+01,0
1.34453296e+01,1.06759556e+02,2
-2.21877380e+01,-1.45691615e+02,0
1.75947179e+01,1.03254271e+02,2
-1.61111852e+01,1.12945432e+02,1
-1.25923087e+01,1.10856595e+02,1
-1.36524075e+01,1.30312852e+02,1
-3.59965635e+01,-3.39106912e+02,0
-1.58869611e+01,-6.83002387e+01,0
-2.18206985e+01,-1.86916856e+02,0
1.43840659e+01,1.09766443e+02,2
1.27729186e+00,3.84894141e+01,0
-1.41773335e+01,2.00359178e+02,1
3.69876827e+01,3.06681738e+01,2
-1.28564743e+01,1.15044932e+02,1
-1.90563053e+01,-9.11404758e+01,0
7.76974799e+00,1.32169923e+02,2
6.16154385e+00,1.42562622e+02,2
2.43628718e+01,9.10646356e+01,2
-9.95383003e+00,-6.08807479e+01,0
1.62292615e+00,-7.93940881e+00,0
-1.48824538e+01,8.39425311e+01,1
1.17027122e+01,1.61622501e+02,0
-1.43235525e+01,1.24670079e+02,1
-1.38858365e+01,7.22786095e+01,1
-1.43997556e+01,3.31084177e+01,1
1.36618070e+01,1.33563583e+02,2
8.53606363e+00,1.22003245e+02,2
-2.20148012e+01,-1.37290342e+02,0
-1.67501988e+01,7.56677022e+01,1
-1.03677390e+01,-5.49141366e+01,0
-2.48935615e+01,-1.10923550e+02,0
-2.86384092e+01,-2.16818105e+02,0
-1.55482173e+00,-4.04796767e+01,0
3.17717060e+00,1.46946553e+02,2
-2.21193717e+01,-1.68192302e+02,0
-1.69422897e+01,2.97713714e+01,1
-1.26453836e+01,1.82135562e+02,1
-1.11047418e+01,-6.97095854e+01,0
-1.56049237e+01,8.61175273e+01,1
-2.34251647e+01,-8.36641593e+01,0
-1.72423391e+01,1.55865226e+02,2
-1.35594925e+01,1.18182243e+02,1
-1.43720215e+01,1.22525650e+02,1
-1.19452517e+01,1.54547727e+02,1
-1.42132229e+01,-5.25546933e+01,0
4.97070108e+01,-3.56658124e+01,2
1.96792553e+01,7.36034468e+01,2
-1.25433670e+01,2.54492460e+02,2
-1.34521942e+01,9.90929705e+01,1
-1.28679975e+01,1.49705198e+02,1
-1.33501237e+01,1.45738986e+02,1
-1.05180928e+01,1.88460591e+02,1
-3.32367365e+00,-3.55706613e+01,0
-1.27717301e+01,-7.73487897e+01,0
-9.01767268e+00,-8.53512601e+01,0
2.47863584e+01,6.13995292e+01,2
-1.39812438e+01,1.81481726e+02,2
4.22677874e+00,7.69135817e+01,0
9.84163278e+00,1.38683804e+02,2
3.45963649e+01,1.65796935e+01,2
-1.59761683e+01,-1.68546697e+02,0
1.60901361e+00,1.67766292e+02,2
-4.69087019e+00,-7.88855463e+01,0
1.26543884e+01,8.22408077e+01,1
-1.72522958e+01,-1.28626932e+02,0
1.39693460e+01,9.26050217e+01,2
-6.09424439e+00,2.22292689e+02,2
-1.05167033e+01,-4.75685884e+01,0
-1.30242461e+01,1.86120832e+02,1
1.38634333e+01,1.35865625e+02,2
1.80955785e+01,4.40786578e+01,2
-1.41210627e+01,1.32323132e+02,1
-1.19636998e+01,2.01360781e+02,0
-1.34686849e+01,3.35276798e+01,1
-1.39211335e+01,-1.35674604e+02,0
-1.40947252e+01,1.24460229e+02,1
-1.56618696e+01,3.89424519e+01,1
-1.35990604e+01,1.67330503e+02,1
-1.87718693e+01,-9.17089777e+01,0
-1.69057975e+01,-9.88536615e+00,1
-1.55089731e+01,4.40639359e+01,0
-1.46730219e+01,5.29974345e+01,1
-1.16433152e+01,2.38777866e+02,1
1.48576778e+00,5.06096580e+01,0
-3.17562537e+00,1.83653979e+02,2
-3.70785669e+01,-2.07276423e+02,0
-1.38397718e+01,-1.51214196e+02,0
3.69804549e+01,-9.40120792e+00,2
-1.40174698e+01,4.84774687e+01,1
-1.31147481e+01,1.74321682e+02,1
4.08289551e+01,-1.61607562e+00,2
-1.96580847e+01,-7.87851951e+01,0
-1.31924291e+01,1.69831919e+02,1
-1.38923599e+01,-1.47519750e+02,0
1.02088638e+01,1.60731498e+02,2
-1.66654540e+01,-7.05173113e+00,1
-1.29158041e+01,7.18879237e+01,1
-1.43649067e+01,4.53866870e+01,1
4.02738532e+00,1.75670432e+02,2
-1.10210614e+01,-3.82624280e+01,0
-1.42470355e+01,9.67337580e+01,1
2.10393725e+01,8.07509630e+01,2
-1.85598873e+01,-3.96497970e+01,1
-1.67240336e+00,-9.24768908e-01,0
-9.78213649e+00,-8.51259594e+01,0
1.50187876e+01,9.68592766e+01,2
-6.59389582e+00,2.10193853e+02,2
-1.57401036e+01,9.96314159e+01,1
-9.32836765e+00,5.47180688e-01,0
-1.32464597e+01,1.01809873e+02,1
-7.10986456e+00,-1.03244337e+02,0
-2.71914826e+01,-2.00787203e+02,0
1.41875977e+01,1.24297246e+02,2
5.16490617e+01,-7.96624893e+00,2
1.65417083e+01,1.21469265e+02,2
-1.66500152e+01,-9.47632187e+00,1
-1.01835210e+01,5.86114521e+01,0
-1.51347183e+01,-1.28383940e+02,0
9.80646833e+00,1.86911724e+02,2
-6.34389588e+00,-5.11389018e+00,0
7.73931638e+00,1.47380878e+02,0
-4.23832831e+00,2.95534792e+01,0
-1.23868876e+01,1.96368436e+02,1
3.35627901e+01,1.52246967e+01,2
-1.56244702e+01,1.80123387e+01,1
-1.09163491e+01,2.52100871e+02,1
2.45480681e+01,6.74317355e+01,2
2.69287408e+01,7.93474574e+01,2
-1.51204456e+01,2.27786516e+01,1
1.51743952e+01,1.12969304e+02,2
-4.25360513e+00,-4.32113864e+00,0
-1.36163829e+01,1.17954627e+02,1
3.66900609e+01,3.06145785e+00,2
-2.22523820e+00,9.57341580e+01,0
-1.15596210e+01,1.88010574e+02,1
-1.46676143e+01,1.11771733e+02,1
-1.49043207e+01,1.52230433e+02,1
-1.46154933e+01,8.41961786e+01,1
-1.54775205e+01,2.85882362e+01,1
-1.42242752e+01,1.18673803e+02,1
-1.21815389e+01,-1.11162271e+02,0
-1.21345835e+00,2.14535685e+01,0
2.47938748e+00,1.51481481e+02,2
-2.03698398e+01,-1.27678689e+02,0
-7.07546348e+00,-2.98581160e+01,0
9.74711868e+00,9.68854701e+01,2
-7.59347624e+00,1.08539453e+01,0
-6.16014608e+00,3.89688235e+01,0
1.76066674e+01,1.03237707e+02,2
-1.60910894e+01,1.52655015e+02,1
1.33484161e+01,1.22366486e+02,2
-1.30899658e+01,1.83198396e+02,1
7.96205291e+00,1.41160917e+02,2
-1.37176157e+01,1.90538074e+02,1
-1.36090000e+01,6.25414330e+01,1
2.46138126e+01,7.78710329e+01,2
-1.37112868e+01,1.61123935e+02,1
-1.00342405e+01,-1.29207238e+02,0
-8.26953244e+00,-1.74509053e+02,0
2.43123052e+01,7.96787021e+01,1
-1.78390508e+01,-3.24503605e+01,0
3.12708464e+01,2.29990578e+01,2
-1.54700994e+01,-7.89774492e+01,0
-1.65735499e+01,6.58507738e+01,1
2.02102079e+01,1.11765386e+02,2
9.78495411e+00,-9.46608031e+00,0
1.40111651e+01,1.08398953e+02,2
-3.79574776e+01,-1.80991280e+02,0
-1.63344387e+01,-1.71436626e+02,0
-1.27659762e+01,8.62612147e+01,1
-1.88578759e+01,-1.24043427e+02,0
2.63689602e+01,4.92959727e+01,2
-1.57029756e+01,9.43420095e+01,1
3.78728532e+00,1.84654088e+02,2
-1.43749935e+01,1.60371163e+02,1
-9.74568708e+00,-8.35794962e+00,0
2.64408437e+00,1.35611782e+02,2
-1.34881215e+01,1.04276877e+02,1
-1.03209899e+01,-8.11341867e+01,0
-2.18985984e+01,-1.23014461e+02,0
-1.86693287e+01,-1.97257415e+02,0
8.47883082e+00,2.04892906e-01,0
-1.55502920e+01,-3.08411158e+01,1
1.42270753e+01,1.08155921e+02,2
-5.79117951e+00,-3.80134708e+01,0
-1.40277362e+01,7.04681770e+01,1
1.85436796e+01,1.23804341e+02,2
-1.16846988e+01,-9.90656724e+01,0
-1.01307260e+01,-6.56052498e+01,0
-1.96845928e+01,-1.89449033e+02,0
-1.32829181e+01,-7.60416341e+01,0
-1.71349489e+01,-1.00537346e+02,0
-6.94137328e+00,-2.93177342e+01,0
2.41375545e+01,1.16103530e+02,2
-6.84283303e+00,8.21220589e+01,0
1.26604910e+00,6.79848690e+00,0
-5.21000108e-01,1.60903155e+02,2
-1.26508798e+01,7.66928956e+01,1
1.28885893e+01,1.11664157e+02,2
2.64628148e+01,6.70878809e+01,1
-1.48166212e+01,1.17269148e+02,1
-1.52747250e+01,-6.03858342e+01,0
1.61420436e-01,1.71730348e+02,2
2.96159828e+01,3.77897417e+01,2
5.10315856e+00,1.54951434e+02,2
2.70033468e+01,2.87585758e+01,2
-1.56356690e+01,8.84231016e+01,1
1.68124393e+01,6.16426576e+01,2
1.41330430e+01,1.36922520e+02,2
1.18563513e+01,1.17519135e+02,2
8.37119595e+00,1.15812354e+02,2
1.37260178e+01,1.08956750e+02,2
3.10078248e+01,1.22529668e+01,2
-1.33665244e+01,1.25687040e+02,1
-1.36089177e+01,1.86255163e+02,1
-3.08445727e+01,-1.84543487e+02,0
1.19888498e+01,1.11369681e+02,2
8.76908700e+00,1.51312930e+02,2
-1.34917350e+01,2.26377657e+02,1
-1.38540943e+01,1.33005298e+02,1
2.12568869e+01,9.13155326e+01,2
1.90685572e+01,1.54295123e+02,2
-9.53896891e+00,-3.82840847e+01,0
-1.61099790e+01,2.02911675e+02,1
-1.28719425e+01,1.80876199e+02,1
-7.37852816e+00,1.97573051e+02,2
-1.94258606e+01,-1.60237721e+02,0
-1.41328065e+01,2.06866547e+02,1
1.82540242e+01,1.34870789e+02,2
-1.43903716e+01,9.83662801e+01,1
5.98059292e+00,1.31895273e+02,2
-1.19283758e+01,-1.73958963e+02,0
1.00983820e+01,1.33998158e+02,2
1.86543148e+01,9.38664804e+01,2
-1.34322502e+01,1.52991518e+02,1
2.84938826e+01,3.20278642e+01,2
-1.33053156e+01,1.67446455e+01,1
-1.59155946e+01,7.79114640e+01,1
2.65245743e+00,1.68128313e+02,2
-1.52651722e+01,1.51244674e+02,1
-1.45962902e+01,1.26591021e+02,1
-1.49976448e+01,8.27777762e+01,1
-1.34961635e+01,2.21389989e+02,1
-6.93128261e+00,-6.70560573e+01,0
-1.92648247e+01,-8.66742943e+01,0
-2.09072975e+01,-1.41994662e+02,0
2.00485439e+01,9.19322027e+01,2
-1.43860318e+01,1.29924077e+02,1
1.27319454e+01,8.03706043e+01,0
1.10412705e+01,1.01850601e+02,2
3.48834076e+01,5.48760052e+01,2
-1.20862536e+01,1.35166628e+02,1
-1.23803322e+01,1.50729300e+02,1
-1.19357556e+01,3.89239506e+01,0
-1.39871826e+01,1.69951104e+02,1
-1.22301061e+01,-4.71851315e+01,0
-1.47848940e+01,-1.72494202e+02,0
-3.76677961e+00,1.76456097e+00,0
-1.47802747e+01,8.26553494e+01,1
3.04570664e+01,7.21763909e+01,2
-4.37065155e+00,7.71650775e+01,0
7.55540220e+00,-1.42811206e+01,0
2.01027075e+01,8.96271036e+01,2
-2.35476405e+01,2.35654381e+02,2
1.54656501e+01,6.97171624e+01,2
-1.56864472e+01,1.39450434e+02,1
1.08294911e+01,1.30442009e+02,2
1.39034632e+01,1.20002034e+02,1
-1.49375042e+01,2.29651706e+01,1
-1.46083279e+01,1.15353169e+02,1
-1.02795047e+01,1.94871022e+02,2
4.37951269e+01,1.05897060e+01,2
-1.68298647e+01,7.16120548e+01,1
-9.03834632e+00,-1.71072680e+01,0
8.73228738e+00,9.68912039e+01,2
-2.44938186e+01,-1.25418998e+02,0
-1.32450855e+01,9.57832437e+01,1
-1.55393251e+01,8.83050557e+01,1
-2.52562570e+01,-1.55677632e+02,0
-1.31877856e+01,1.42024519e+02,1
-1.42243871e+01,1.21000995e+02,1
-4.58171227e+00,1.60762831e+02,2
-1.46439993e+01,9.34522220e+00,1
-7.58796249e+00,-5.10073621e+01,0
-7.48228430e+00,1.50420521e+02,2
2.87001355e+01,5.23371733e+01,2
1.73493858e+01,1.10252602e+02,2
-1.45684931e+01,1.99661600e+02,1
-1.47118885e+01,8.03101568e+01,1
-2.32422134e+00,4.10876440e+01,0
-2.56397065e+01,-9.09344940e+01,0
-1.27642867e+01,2.02487745e+02,1
1.53574696e+01,1.19037299e+02,2
5.21113849e+00,6.73062457e+01,0
-3.14155417e+00,1.81589669e+02,2
-1.29675181e+01,2.02445620e+02,1
1.19649710e+00,1.65185919e+02,2
-1.54367017e+01,1.14842269e+02,1
-1.38166213e+01,1.00206634e+02,1
-9.08135946e+00,1.62577192e+02,2
2.86966354e+01,9.76322815e+01,2
-1.46422512e+01,1.06275051e+02,1
-6.54464055e+00,3.18229781e+01,0
4.43674595e+01,-1.24041091e+01,2
-1.35996466e+01,1.47939698e+02,1
1.08806344e+01,7.84150227e+01,1
-7.04582124e+00,-4.18536112e+00,0
-1.56721201e+01,8.96821081e+01,1
-1.52306610e+01,1.14802632e+02,1
2.15582262e+01,1.04371171e+02,2
1.88298083e+01,7.43746539e+01,2
-1.36469424e+01,-1.88438040e+01,1
-2.05657457e+01,-9.15218049e+01,0
-1.51010784e+01,2.46638936e+02,2
2.45213860e+01,1.01858250e+02,2
-1.18583170e+01,-5.39596788e+01,0
4.15037398e+00,1.22131532e+02,2
-1.26683117e+01,1.28943721e+02,1
-1.43580442e+01,4.30618480e+01,1
-4.27132377e+01,-2.00094315e+02,0
-1.40455821e+01,6.35355981e+00,1
3.84142676e+01,1.78254031e+01,2
8.26904372e+00,1.14334491e+02,2
-1.41218794e+01,1.24001350e+02,1
1.81619875e+01,9.36059068e+01,2
-1.28158361e+01,5.80952646e+01,1
3.94984970e+01,5.05401156e+01,2
1.48465280e+01,1.01850157e+02,1
-1.36126460e+01,1.51975480e+02,1
-1.14732710e+01,2.30451700e+02,1
-1.45443119e+01,1.53773564e+02,1
-2.06009668e+01,-1.50447304e+02,0
3.76800720e+01,7.26862081e+01,2
-3.93438375e+01,-2.20386817e+02,0
-1.46412926e+01,1.78166891e+01,1
-1.12420396e+01,1.84999262e+02,1
-4.47920070e+00,1.77473300e+02,2
-1.41775952e+01,1.92032030e+02,1
2.65682780e+00,-2.05675418e+01,0
-2.84114071e+01,-9.77302960e+01,0
-1.45621487e+01,3.34839537e+01,1
-1.40347565e+01,1.32433834e+01,1
-1.14389877e+01,1.51429406e+02,1
-1.69415914e+01,-1.37093306e+01,1
-2.00754056e+01,-1.59214546e+02,0
-6.16722241e+00,6.23523233e+01,0
-1.60386407e+01,-6.66613060e+01,1
-1.38088363e+01,1.77634914e+02,1
-1.39303698e+01,8.19540613e+01,1
-7.34486972e+00,1.69483991e+02,2
-1.25807944e+01,3.43574867e+01,1
3.37754560e+01,4.49146361e+01,2
-4.73266102e-02,1.72242892e+02,2
7.93894514e+00,1.46416437e+02,2
-1.01744971e+01,-7.63177964e+01,0
-2.38481006e+00,-2.00671839e+01,0
-1.30665784e+01,-1.29533354e+02,0
-1.50493356e+01,5.63630056e+01,1
-1.65485618e+01,8.69160879e+01,1
-1.28439669e+01,2.03220236e+02,1
-1.40213308e+01,9.57706721e+01,1
-6.62135848e+00,4.65374598e+00,0
2.65785731e+01,6.79146523e+01,2
-2.00496984e+00,2.44561572e+01,0
-6.43950800e+00,-6.54781312e+01,0
-1.55520743e+01,1.23094502e+02,1
-2.59085858e+00,-4.82037765e+01,0
1.18202329e+01,1.51226041e+02,2
1.32783096e+00,1.65415437e+02,2
-1.21852240e+01,1.79053732e+02,1
-1.24054883e+01,1.90689874e+02,1
-1.44019256e+01,1.58122410e+02,1
-3.21416159e+01,-1.36449249e+02,0
-2.78738685e+00,1.21413808e+00,0
-7.29629231e-01,1.85539309e+02,2
3.45753464e+01,6.50014928e+01,0
-1.33092490e+01,9.86783647e+01,1
-1.40152801e+01,5.64287013e+01,1
1.74137703e+01,7.26983427e+01,2
4.66013066e+00,1.62704787e+02,2
-1.61930795e+01,2.38799113e+00,2
1.50887684e+01,1.56820222e+02,0
8.57039385e+00,1.65136311e+02,2
4.78640165e+01,3.03589917e+01,2
-1.54191734e+01,6.85555270e+01,1
-2.47477520e+01,2.65760410e+02,2
1.49219724e+01,1.45586639e+02,2
4.15769485e+00,1.45501006e+02,2
-1.48917334e+01,1.26921558e+02,1
-1.59302582e+01,-1.48197605e+02,0
-1.73444223e+01,-1.61176760e+02,0
-2.91814757e+01,-1.32593527e+02,0
-9.65777564e+00,-7.30374611e+01,0
-1.46013685e+01,4.66391532e+01,1
-2.75245702e+01,-1.09222083e+02,0
-1.51897995e+01,1.64655786e+02,1
1.39656851e+01,1.07154068e+02,2
-1.41020637e+01,6.77468690e+01,1
-2.50844190e+01,-1.77454415e+02,0
2.41693162e+01,7.21842141e+01,2
-1.40892487e+00,2.33538109e+01,0
2.55792488e+01,4.03447532e+01,2
-1.50167294e+01,2.33507927e+02,1
-1.51278855e+01,2.24847869e+02,2
8.84446655e+00,1.20729542e+02,2
-1.25024453e+01,1.58071220e+02,1
-4.63496619e+00,1.19912496e+01,0
1.76230537e+00,1.42592309e+02,2
-1.41883103e+01,1.70971060e+02,1
-7.33244156e+00,-6.09606751e+01,0
-2.82090634e+01,-2.64809496e+02,0
-1.84030371e+01,-1.03931864e+02,0
-2.06626253e+01,-1.73596196e+02,0
-1.55684106e+01,6.63950129e+01,1
-1.52705383e+01,-9.59060252e+01,0
-2.45181384e+01,-7.61814589e+01,0
-1.53825307e+01,4.35205051e+00,1
-1.52861046e+01,-1.22991345e+01,0
1.66523179e+01,1.03481817e+02,2
-1.06401307e+01,-9.53619729e+01,0
2.25544164e+01,5.00055097e+01,2
-1.46766618e+01,-2.32352584e+01,1
-2.98805908e+01,-1.55435832e+02,0
-1.40867631e+01,1.35510751e+02,1
3.18474320e+00,1.56692583e+02,2
-1.26605900e+01,1.07160384e+02,1
-1.15352832e+01,1.15161914e+01,0
1.82474706e+01,5.42350610e+01,2
2.18110888e+01,1.20895725e+02,2
-1.97674020e+01,-1.32576398e+02,0
7.86413797e+00,1.68076706e+02,2
-3.10627834e+00,3.55170736e+01,0
-1.38611671e+01,1.86426652e+02,1
3.13405214e+01,2.06420197e+01,2
1.39780024e+01,7.71798100e+01,2
-1.28114002e+01,6.82536905e+01,1
1.82463136e+01,6.51309523e+01,2
-1.38804957e+01,1.19079113e+02,1
