# x_1,x_2,Class_label
3.62494185e+02,9.13801710e+01,1
1.24203467e+02,-8.06500278e+01,2
-6.00327699e+02,9.18673929e+01,0
-4.33781969e+00,-9.95407287e+01,2
1.42896237e+02,1.14482932e+02,1
2.91313797e+02,-5.82387911e+01,2
2.26615675e+02,7.61442286e+01,1
6.28880292e+01,9.31223239e+01,2
6.69303201e+01,9.35548031e+01,2
-5.20183276e+02,7.32645002e+01,0
-6.04129869e+02,1.29486118e+02,0
1.09071519e+02,1.03235619e+02,1
-5.49113371e+02,8.83069344e+01,0
-5.19069105e+02,8.13825880e+01,0
1.16864358e+02,-1.03813549e+02,2
2.71962417e+02,1.16268454e+02,1
7.36675758e+01,1.23753608e+02,1
-5.82638182e+02,1.09678922e+02,0
-4.78527190e+02,6.85374166e+01,0
-5.33338054e+02,1.15484712e+02,0
8.66642882e+01,1.27846600e+02,1
-3.08191738e+01,1.11107534e+02,1
-5.85091700e+02,1.30372008e+02,0
-5.28414429e+02,6.34230565e+01,0
-4.96794655e+02,8.44976263e+01,0
1.54405442e+02,9.87339118e+01,1
1.74222454e+02,-8.18974514e+01,2
1.24753680e+01,1.30141347e+02,1
6.15112549e+01,-9.48950636e+01,2
1.08558761e+02,1.19163218e+02,1
-5.87587343e+02,9.42845478e+01,0
-1.12163265e+01,-8.53476903e+01,2
9.58332916e+01,1.13814337e+02,1
1.06515726e+02,9.64991926e+01,1
1.45936179e+02,-9.27682329e+01,1
-5.63763450e+02,9.88792303e+01,0
-9.21368484e+00,1.15065083e+02,1
1.30031172e+02,9.37733554e+01,1
-4.87655121e+01,9.84333375e+01,1
1.64910696e+02,-6.89628943e+01,2
9.20208014e+01,-8.66781024e+01,2
-7.71000627e+01,1.17507151e+02,1
2.41517438e+02,8.35559477e+01,1
1.95586783e+02,-8.68301153e+01,2
-5.72890435e+02,1.23852302e+02,0
-6.22419408e+02,1.54340137e+02,0
-1.14338038e+02,1.17382933e+02,1
-6.06897329e+02,1.23531796e+02,0
1.33490242e+02,8.91447774e+01,1
6.05302891e+01,-1.02719990e+02,2
-5.79335864e+02,9.07408175e+01,0
-5.17824026e+02,6.98461214e+01,0
2.75850301e+02,-4.94857091e+01,2
-2.91922412e+01,1.07850740e+02,1
-8.61850907e+01,1.28968675e+02,1
-2.03738741e+02,1.19988747e+02,1
7.28579255e+01,-8.81117229e+01,2
-3.32507153e+01,-1.03709266e+02,2
9.62588462e+01,1.09849275e+02,1
1.50328252e+02,-7.94389483e+01,2
-5.45303521e+02,8.26351449e+01,0
7.89339636e+01,1.27151936e+02,1
1.17013071e+02,8.13339944e+01,1
2.67593568e+02,-5.00053538e+01,2
1.46363528e+02,-7.73632795e+01,2
-4.93195522e+02,6.90199762e+01,0
-5.83156860e+02,1.39805923e+02,0
5.94671559e+01,9.12910835e+01,1
-6.28446234e+02,1.18256828e+02,0
2.68318745e+02,-6.31238131e+01,2
2.04199567e+02,-6.73042011e+01,2
2.20163619e+02,-6.16657186e+01,2
-5.28645265e+02,9.90527588e+01,0
-5.69479403e+02,7.93616930e+01,0
1.30297179e+02,-7.73489309e+01,2
2.97378725e+02,1.54494446e+02,1
-5.47866214e+02,1.20101514e+02,0
-5.29221582e+02,8.64260311e+01,0
5.09113067e+01,-9.19023735e+01,2
-3.78934551e-01,-9.02989920e+01,2
