# x_1,x_2,Class_label
1.14362194e+01,-5.51352490e+02,0
1.90756110e+01,-4.28665098e+02,0
1.13198442e+01,-5.49019505e+02,0
-7.39155257e+01,1.44168500e+02,1
-8.01283398e+01,1.91084579e+02,1
9.89632535e+00,-4.95713880e+02,0
1.43637321e+01,-4.89322824e+02,0
-6.79086922e+01,4.81000956e+02,1
1.55546297e+01,-4.03138326e+02,0
-6.76103123e+01,3.07303202e+02,1
6.27868159e+00,-5.81302714e+02,0
-8.33691492e+01,1.27467007e+02,1
2.00731478e+01,-3.88327938e+02,0
4.62678330e+00,-7.26115075e+02,0
1.71137836e+01,-4.05800110e+02,0
1.82097988e+01,-3.81201226e+02,0
1.30364372e+01,-5.14186012e+02,0
-8.20299431e+01,1.81120782e+02,1
-8.31769610e+01,1.78795368e+02,1
1.63975490e+01,-4.22453299e+02,0
1.12432282e+01,-5.87295147e+02,0
6.09785254e+00,-6.80381869e+02,0
8.33430238e+00,-6.09012631e+02,0
-7.67749039e+01,2.41725023e+02,1
1.86018346e+01,-3.60583135e+02,0
9.81032033e+00,-6.10866186e+02,0
1.54323213e+01,-4.85969727e+02,0
1.44356879e+01,-4.54947051e+02,0
2.02517492e+01,-3.57302466e+02,0
-6.39897173e+01,5.08786593e+02,1
-7.43952417e+01,2.38410234e+02,1
1.93744953e+01,-4.10209762e+02,0
-7.20130133e+01,2.29243325e+02,1
1.13282195e+01,-5.01577470e+02,0
1.46674610e+01,-5.12538775e+02,0
-8.00420088e+01,1.68617724e+02,1
7.05538014e+00,-6.72186214e+02,0
-7.34465987e+01,3.54220659e+02,1
1.34601883e+01,-5.05081305e+02,0
1.46956833e+01,-4.60000680e+02,0
-7.34214624e+01,2.67618813e+02,1
-6.40347816e+01,4.83098793e+02,1
-7.63228116e+01,2.92148068e+02,1
8.46899987e+00,-6.16647437e+02,0
1.73331808e+01,-4.08774271e+02,0
-8.07195229e+01,3.52662869e+02,1
1.88771315e+01,-3.67117995e+02,0
1.94087674e+01,-4.00666542e+02,0
9.09559835e+00,-6.29511445e+02,0
1.22769076e+01,-4.77573209e+02,0
1.05040223e+01,-5.79870539e+02,0
-6.25466726e+01,4.36385008e+02,1
-7.06940732e+01,3.53756229e+02,1
2.06584020e+01,-3.77748441e+02,0
-7.45367322e+01,2.75893915e+02,1
7.93442014e+00,-5.69016723e+02,0
1.07728446e+01,-5.35895830e+02,0
-6.41906455e+01,4.94671771e+02,1
1.32533556e+01,-5.85404855e+02,0
-6.08510574e+01,4.41150607e+02,1
-6.73232837e+01,4.24803281e+02,1
-8.07085249e+01,2.47309076e+02,1
2.58769152e+01,-2.46695379e+02,0
-6.69219579e+01,5.06513693e+02,1
2.07940983e+01,-3.71332690e+02,0
7.64299671e+00,-6.45652681e+02,0
9.19721068e+00,-6.55713940e+02,0
-7.34283772e+01,2.88819056e+02,1
2.13695475e+01,-3.42931279e+02,0
-7.53954473e+01,2.98095135e+02,1
-7.26169305e+01,3.09597440e+02,1
1.47287555e+01,-4.57303725e+02,0
-7.48503882e+01,2.22595797e+02,1
8.61326531e+00,-6.46796322e+02,0
-7.85248159e+01,1.98227467e+02,1
2.05807661e+01,-3.99371423e+02,0
1.52705233e+01,-4.68136179e+02,0
-7.41054445e+01,3.13244560e+02,1
-7.96086119e+01,2.75821285e+02,1
-7.62527953e+01,3.39862946e+02,1
1.28069066e+01,-4.82698236e+02,0
-8.00750754e+01,2.45326303e+02,1
-6.00541931e+01,4.67009908e+02,1
-7.52387168e+01,4.18180663e+02,1
-7.99978426e+01,1.46752305e+02,1
2.15293370e+01,-3.60608330e+02,0
-6.71259056e+01,3.82011839e+02,1
-6.89094101e+01,5.14704942e+02,1
1.25515956e+01,-5.15633525e+02,0
-7.66864422e+01,1.83643297e+02,1
1.43641150e+01,-5.08480148e+02,0
1.27271849e+01,-5.29304772e+02,0
-7.24879544e+01,2.70847764e+02,1
-7.58666818e+01,1.43928892e+02,1
-7.15968341e+01,1.76735330e+02,1
1.67869363e+01,-4.51247545e+02,0
-8.25824652e+01,2.37052910e+02,1
-8.38773882e+01,9.06916052e+01,1
-7.34137012e+01,4.51838613e+02,1
1.53706199e+01,-5.67777146e+02,0
-8.38652785e+01,1.43763741e+02,1
-7.26795816e+01,1.72480602e+02,1
-7.21886599e+01,3.45921003e+02,1
-8.31600985e+01,1.48381709e+02,1
-7.89298037e+01,1.75963505e+02,1
-6.37446760e+01,4.36218685e+02,1
1.89611056e+01,-3.94317739e+02,0
-7.92595813e+01,2.43393104e+02,1
1.90145777e+01,-4.03062259e+02,0
1.91082946e+01,-4.10764623e+02,0
-6.46165664e+01,4.56826728e+02,1
-7.28776341e+01,3.08980655e+02,1
-8.83572410e+01,3.52005956e+00,1
-7.26939795e+01,2.06692503e+02,1
1.99815926e+01,-4.05354383e+02,0
1.14918521e+01,-4.94354391e+02,0
1.53040074e+01,-5.14300013e+02,0
-7.18323199e+01,2.53829498e+02,1
-7.09268427e+01,3.05068713e+02,1
-7.13806603e+01,2.49361484e+02,1
-7.09402546e+01,4.62642440e+02,1
1.03258932e+01,-5.72078599e+02,0
-7.01628806e+01,3.05097332e+02,1
-7.67496905e+01,2.03500328e+02,1
-5.41811199e+01,6.29381571e+02,1
1.96771328e+01,-3.81090486e+02,0
1.24329239e+01,-5.27270710e+02,0
-7.54186863e+01,2.77665966e+02,1
1.36265799e+01,-5.20284482e+02,0
-7.29321949e+01,2.15152134e+02,1
-6.70214076e+01,4.48646939e+02,1
-7.40619985e+01,2.13086069e+02,1
9.43979116e+00,-6.13414901e+02,0
-7.66246358e+01,1.83711548e+02,1
1.23698061e+01,-4.88343956e+02,0
2.41613534e+01,-3.24448943e+02,0
-6.85588424e+01,4.09484614e+02,1
-8.32707494e+01,1.36112003e+02,1
-7.94101683e+01,2.07823127e+02,1
-7.00188125e+01,4.56379789e+02,1
2.28616612e+01,-3.21132891e+02,0
-6.06198214e+01,5.53709444e+02,1
3.83617156e+00,-7.45952256e+02,0
-7.89853231e+01,1.64771035e+02,1
-7.70641444e+01,3.14277849e+02,1
9.74613802e+00,-5.95600133e+02,0
-8.24876724e+01,7.62089555e+01,1
-6.29447240e+01,3.06767911e+02,1
1.25230557e+01,-5.66020413e+02,0
1.08749755e+01,-5.55893813e+02,0
2.18613148e+01,-3.08571205e+02,0
1.94623414e+01,-3.87742752e+02,0
1.58449776e+01,-4.70735965e+02,0
-7.22901201e+01,2.21878314e+02,1
1.53454799e+01,-5.01920598e+02,0
-7.17994706e+01,3.06733327e+02,1
9.88208259e+00,-5.78040390e+02,0
9.22354901e+00,-6.14070534e+02,0
1.94400038e+01,-3.81955389e+02,0
1.98547500e+01,-4.63976736e+02,0
1.22197081e+01,-5.38726080e+02,0
-7.60728474e+01,2.34589153e+02,1
1.80681274e+01,-4.30082503e+02,0
1.28755277e+01,-4.95175765e+02,0
1.74366204e+01,-4.94372517e+02,0
7.28108500e+00,-6.42911890e+02,0
-7.55552333e+01,1.57025478e+02,1
-7.28902820e+01,2.71995230e+02,1
-8.38859543e+01,1.49266258e+02,1
1.51236576e+01,-5.24179984e+02,0
2.23875636e+01,-3.27265116e+02,0
2.45401479e+01,-2.46627750e+02,0
-7.27498618e+01,1.94996553e+02,1
-7.25120457e+01,2.71645635e+02,1
1.48279548e+01,-5.21532188e+02,0
2.07129643e+01,-2.47298839e+02,0
-8.69416675e+01,1.31455675e+02,1
-6.85386192e+01,2.93826941e+02,1
-7.09163977e+01,3.10123678e+02,1
1.87728039e+01,-3.81842583e+02,0
-6.51648555e+01,4.07959960e+02,1
-6.02966081e+01,4.95856418e+02,1
1.96748752e+01,-3.69359821e+02,0
1.54136091e+01,-4.99773835e+02,0
-6.81900448e+01,4.23381168e+02,1
-8.50976701e+01,1.19777028e+02,1
-7.31529506e+01,1.63932018e+02,1
-7.81814729e+01,1.42444747e+02,1
-8.51946222e+01,9.76717703e+01,1
-7.82330871e+01,2.21745930e+02,1
1.61839267e+01,-4.71858562e+02,0
-7.66600793e+01,2.59885248e+02,1
-8.05615617e+01,3.36794917e+02,1
-7.96939228e+01,2.03780083e+02,1
1.34822875e+01,-4.91840874e+02,0
1.29578531e+01,-4.99040694e+02,0
-7.86430868e+01,3.46430828e+02,1
-7.08378482e+01,3.71203711e+02,1
-7.79909317e+01,2.23539410e+02,1
-6.58076047e+01,4.23332254e+02,1
1.42890830e+01,-4.91318913e+02,0
-7.78752778e+01,1.33894122e+02,1
1.08477357e+01,-5.78177216e+02,0
-5.83994453e+01,5.71779694e+02,1
1.17251499e+01,-5.78606148e+02,0
-8.56079460e+01,1.10768012e+02,1
-8.07226569e+01,2.65744512e+02,1
-6.99397380e+01,3.48983023e+02,1
1.78932985e+01,-4.20665901e+02,0
2.24082466e+01,-3.37633836e+02,0
-7.92453841e+01,2.50772559e+02,1
-7.11913142e+01,2.68331561e+02,1
1.27440174e+01,-5.59038161e+02,0
-6.71594813e+01,4.15255204e+02,1
-6.04031415e+01,4.02263858e+02,1
-7.09466258e+01,2.87884714e+02,1
-8.05607900e+01,2.55293250e+02,1
-8.20847446e+01,2.13408610e+02,1
-8.51078516e+01,1.37669275e+02,1
-7.44658733e+01,1.84740370e+02,1
1.32528428e+01,-6.08879615e+02,0
-8.24929258e+01,5.66520638e+01,1
1.08808951e+01,-5.90923438e+02,0
1.85176785e+01,-4.03414100e+02,0
1.02882864e+01,-5.65434162e+02,0
-6.55204343e+01,3.28580342e+02,1
-7.19322239e+01,3.72646237e+02,1
-8.34118642e+01,8.37799411e+01,1
-7.88755493e+01,2.60318557e+02,1
1.32792734e+01,-5.64882362e+02,0
-7.90492596e+01,9.21445339e+01,1
-7.90266365e+01,1.09224331e+02,1
-7.39699253e+01,2.92154255e+02,1
-7.81421647e+01,2.89517064e+02,1
9.57686879e+00,-6.20485747e+02,0
-8.65091261e+01,1.36531531e+02,1
5.56124824e+00,-6.67242791e+02,0
-7.65841438e+01,2.50014504e+02,1
-7.39520048e+01,2.11952850e+02,1
-7.92001150e+01,2.18723576e+02,1
-8.05576394e+01,1.31238794e+02,1
-7.40699854e+01,4.06539548e+02,1
-9.50736802e+01,-1.12027524e+01,1
-7.59945309e+01,1.37659507e+02,1
-7.98468887e+01,3.21089906e+02,1
-7.96050613e+01,2.64072479e+02,1
1.34997008e+01,-5.55292589e+02,0
2.14051922e+01,-3.69490894e+02,0
-8.25748019e+01,1.42290785e+02,1
-7.56573165e+01,2.44933054e+02,1
1.25563932e+01,-5.95609989e+02,0
7.34124538e+00,-6.51969899e+02,0
7.73822931e+00,-6.04208597e+02,0
-7.19228046e+01,2.83220339e+02,1
-6.61528466e+01,4.77845810e+02,1
-7.02428648e+01,2.20143190e+02,1
1.17785670e+01,-5.95941905e+02,0
-9.73440272e+01,-2.25440757e+02,1
8.09385024e+00,-5.55157427e+02,0
-6.91009013e+01,4.37476494e+02,1
1.43839829e+01,-5.22671456e+02,0
2.26447578e+01,-2.81036318e+02,0
6.20955862e+00,-6.57399776e+02,0
1.51773549e+01,-4.88887587e+02,0
-7.25447048e+01,2.20851975e+02,1
-7.95044557e+01,2.35316484e+02,1
1.81430125e+01,-3.56592781e+02,0
1.74573217e+01,-4.28576484e+02,0
-8.02253570e+01,1.46607345e+02,1
-6.66918716e+01,3.76142114e+02,1
1.58470477e+01,-4.25980313e+02,0
7.43288903e+00,-6.75268873e+02,0
9.36019826e+00,-5.64713662e+02,0
1.01031799e+01,-5.51974753e+02,0
2.08947026e+01,-4.01520934e+02,0
3.89984486e+00,-6.78654748e+02,0
-8.75051464e+01,1.61310605e+02,1
1.28122312e+01,-5.74899997e+02,0
-7.26429945e+01,2.16454590e+02,1
-8.03044116e+01,2.26589807e+02,1
-7.91309888e+01,3.32578737e+02,1
-8.20035546e+01,1.50909187e+02,1
-7.22505244e+01,2.19133982e+02,1
1.03589885e+01,-6.08853024e+02,0
-8.13342927e+01,2.48802704e+02,1
-7.98556608e+01,2.84489145e+02,1
-7.43355074e+01,2.83378027e+02,1
-6.81099058e+01,4.67589184e+02,1
1.20430874e+01,-5.73975651e+02,0
-8.16630640e+01,2.61077243e+02,1
1.01980948e+01,-6.01181646e+02,0
2.15505044e+01,-3.42452437e+02,0
-7.97620725e+01,1.56291623e+02,1
-7.20387616e+01,2.29388884e+02,1
-8.25746564e+01,3.16316452e+02,1
7.68588805e+00,-5.66812811e+02,0
1.74139269e+01,-4.00090813e+02,0
-7.61107644e+01,1.75382859e+02,1
-8.23708682e+01,1.62840175e+02,1
-8.70419620e+01,-4.03100373e+01,1
4.23904549e+00,-6.90966464e+02,0
1.18284810e+01,-4.56364057e+02,0
-6.61852998e+01,2.98420439e+02,1
-7.49879355e+01,2.62639631e+02,1
-8.24664401e+01,2.65540607e+02,1
-8.53012656e+01,6.15943006e+01,1
2.56042945e+01,-2.19684560e+02,0
-7.24599736e+01,3.12445225e+02,1
-5.99202257e+01,4.99065055e+02,1
1.17679744e+01,-5.82124989e+02,0
2.58764895e+01,-2.44675825e+02,0
1.44868072e+01,-4.50065860e+02,0
-7.72688637e+01,2.04557079e+02,1
1.29145627e+01,-5.33260837e+02,0
-7.89685273e+01,2.74003953e+02,1
8.66497336e+00,-6.28797445e+02,0
-7.85184068e+01,3.39432035e+02,1
-6.96844642e+01,3.83102710e+02,1
-6.52958879e+01,4.56855842e+02,1
-6.63831878e+01,4.19644681e+02,1
9.30862028e+00,-5.94041949e+02,0
-6.97838642e+01,3.09637642e+02,1
-7.25576248e+01,3.40908895e+02,1
1.28132915e+01,-5.17499771e+02,0
1.40089712e+01,-4.95014775e+02,0
6.28635962e+00,-6.32435793e+02,0
2.23675218e+01,-3.49204233e+02,0
1.12736605e+01,-5.33094793e+02,0
1.88033177e+01,-3.94583236e+02,0
2.64409217e+01,-2.31480664e+02,0
-7.95405364e+01,1.80877001e+02,1
-7.98599971e+01,2.16609738e+02,1
8.68315002e+00,-6.36610590e+02,0
-7.50224960e+01,2.59493412e+02,1
8.01288272e+00,-6.62669583e+02,0
1.88768511e+01,-3.88281934e+02,0
-7.87819698e+01,1.35488241e+02,1
-7.10100178e+01,2.85394445e+02,1
1.83404530e+01,-4.16237986e+02,0
9.17396187e+00,-6.07530204e+02,0
-7.63962135e+01,3.26897276e+02,1
-5.67106643e+01,4.08471892e+02,1
-7.25062198e+01,3.53616572e+02,1
-7.63745357e+01,3.64433812e+02,1
-8.55707908e+01,1.50330607e+02,1
1.24469671e+01,-4.77783707e+02,0
-8.73261706e+01,1.13947072e+02,1
-6.49749451e+01,3.78813954e+02,1
1.84778211e+01,-4.02884907e+02,0
1.20588557e+01,-5.08709259e+02,0
-6.61545306e+01,3.45754105e+02,1
9.89549375e+00,-6.06045569e+02,0
-7.81262024e+01,2.26983605e+02,1
1.45509100e+01,-4.10202163e+02,0
-6.96926819e+01,2.95246682e+02,1
1.21268578e+01,-5.29506895e+02,0
-7.25781432e+01,3.12298807e+02,1
1.43693289e+01,-5.26699026e+02,0
1.46772218e+01,-4.85082942e+02,0
-6.96027855e+01,3.52291151e+02,1
9.41494419e+00,-5.98001256e+02,0
6.11426219e+00,-6.86754624e+02,0
1.23605983e+01,-5.58012715e+02,0
-6.92624698e+01,3.79872927e+02,1
1.07131711e+01,-6.50238946e+02,0
-7.57830028e+01,2.20707437e+02,1
1.29685261e+01,-5.51097657e+02,0
1.08165174e+01,-5.61449072e+02,0
-7.21330459e+01,3.04564033e+02,1
-7.22353392e+01,2.85009826e+02,1
-7.71405669e+01,3.28897627e+02,1
2.47744405e+01,-2.83274805e+02,0
1.90826121e+01,-3.37799551e+02,0
-7.00950214e+01,2.99273501e+02,1
3.50049584e+00,-6.45049145e+02,0
-8.54773100e+01,2.10033250e+02,1
-7.28877012e+01,3.28617382e+02,1
1.07328145e+01,-5.89848302e+02,0
-6.33507027e+01,4.57934898e+02,1
-7.36411154e+01,2.12785150e+02,1
-6.79760782e+01,3.58313952e+02,1
-6.82483285e+01,2.92086081e+02,1
3.81985451e+00,-7.22712917e+02,0
1.32060390e+01,-5.18742823e+02,0
8.96702441e+00,-6.56335355e+02,0
-7.32714075e+01,2.56737908e+02,1
1.24978836e+01,-5.19080776e+02,0
8.16543980e+00,-6.62825002e+02,0
1.19507133e+01,-5.70156997e+02,0
1.44316584e+01,-5.45170622e+02,0
-7.84727751e+01,2.04868074e+02,1
-8.42707257e+01,1.54710778e+02,1
1.13406267e+01,-5.61033927e+02,0
-7.88645240e+01,1.34506409e+02,1
9.37282127e+00,-6.85214569e+02,0
1.43231523e+01,-5.01764403e+02,0
1.30350325e+01,-5.18483514e+02,0
1.42427971e+01,-5.15417899e+02,0
-6.61422409e+01,4.87754552e+02,1
-7.96306414e+01,2.59162774e+02,1
1.15980700e+01,-5.78297268e+02,0
-6.77337509e+01,3.37188707e+02,1
-6.98918318e+01,4.00250407e+02,1
2.81097477e+01,-2.52734518e+02,0
-8.45643575e+01,2.85236727e+01,1
